flight,route,time,dt_seconds,flight_progress,wind_speed,wind_sin,wind_cos,programmed_speed_mps,actual_speed_mps,horizontal_speed_mps,vertical_speed_mps,vertical_speed_abs_mps,relative_air_speed_mps,wind_alignment,wind_cross_component_mps,payload_kg,altitude_m,dynamic_accel_norm,angular_rate_norm,obstacle_agility_index,thermal_load_proxy,vision_energy_proxy_w,communication_energy_proxy_w,route_H,route_R1,route_R2,route_R3,route_R4,route_R5,route_R6
999001,R1,35.0,1.0,0.19444444444444445,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.04315959713348662,0.36510585899672027,14.2,3.9095317576990163,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,36.0,1.0,0.2,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.04381966011250105,0.3653368810393754,14.2,3.909601064311813,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,37.0,1.0,0.20555555555555555,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.04448725288366001,0.36557053850928095,14.2,3.9096711615527844,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,38.0,1.0,0.2111111111111111,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.045161562088006646,0.36580654673080226,14.2,3.909741964019241,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,39.0,1.0,0.21666666666666667,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.045841766183644814,0.36604461816427564,14.2,3.909813385449283,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,40.0,1.0,0.2222222222222222,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.04652703644666139,0.3662844627563315,14.2,3.9098853388268995,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,41.0,1.0,0.22777777777777777,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.04721653798079869,0.36652578829327953,14.2,3.9099577364879843,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,42.0,1.0,0.23333333333333334,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.04790943073464693,0.36676830075712635,14.2,3.9100304902271383,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,43.0,1.0,0.2388888888888889,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.04860487052511749,0.3670117046837911,14.2,3.9101035114051377,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,44.0,1.0,0.24444444444444444,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.049302010065949975,0.3672557035230825,14.2,3.910176711056925,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,45.0,1.0,0.25,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05,0.3675,14.2,3.9102500000000004,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,46.0,1.0,0.25555555555555554,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05069798993405002,0.3677442964769175,14.2,3.9103232889430757,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,47.0,1.0,0.2611111111111111,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.051395129474882506,0.36798829531620886,14.2,3.9103964885948628,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,48.0,1.0,0.26666666666666666,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05209056926535306,0.3682316992428735,14.2,3.910469509772862,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,49.0,1.0,0.2722222222222222,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.052783462019201303,0.36847421170672046,14.2,3.9105422635120166,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,50.0,1.0,0.2777777777777778,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05347296355333861,0.3687155372436685,14.2,3.910614661173101,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,51.0,1.0,0.2833333333333333,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05415823381635518,0.36895538183572424,14.2,3.9106866145507175,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,52.0,1.0,0.28888888888888886,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05483843791199335,0.3691934532691976,14.2,3.9107580359807597,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,53.0,1.0,0.29444444444444445,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05551274711633998,0.3694294614907189,14.2,3.910828838447216,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,54.0,1.0,0.3,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.056180339887498945,0.3696631189606246,14.2,3.910898935688188,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,55.0,1.0,0.3055555555555556,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05684040286651337,0.3698941410032796,14.2,3.910968242300984,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,56.0,1.0,0.3111111111111111,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.05749213186831824,0.3701222461539113,14.2,3.9110366738461737,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,57.0,1.0,0.31666666666666665,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.058134732861516,0.3703471565015306,14.2,3.9111041469504593,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,58.0,1.0,0.32222222222222224,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.058767422935781556,0.3705685980275235,14.2,3.911170579408257,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,59.0,1.0,0.3277777777777778,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.059389431255717814,0.37078630093950116,14.2,3.9112358902818505,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,60.0,1.0,0.3333333333333333,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06,0.371,14.2,3.9113,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,61.0,1.0,0.3388888888888889,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06059838528466409,0.3712094348496324,14.2,3.91136283045489,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,62.0,1.0,0.34444444444444444,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.061183858069414926,0.37141435032429515,14.2,3.911424305097289,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,63.0,1.0,0.35,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06175570504584946,0.3716144967660473,14.2,3.9114843490298146,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,64.0,1.0,0.35555555555555557,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06231322950651317,0.3718096303272796,14.2,3.9115428890981843,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,65.0,1.0,0.3611111111111111,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06285575219373078,0.3719995132678057,14.2,3.911599853980342,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,66.0,1.0,0.36666666666666664,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06338261212717716,0.372183914244512,14.2,3.911655174273354,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,67.0,1.0,0.37222222222222223,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06389316740917994,0.372362608593213,14.2,3.911708782577964,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,68.0,1.0,0.37777777777777777,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06438679600677302,0.3725353786023705,14.2,3.9117606135807113,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,69.0,1.0,0.38333333333333336,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06486289650954788,0.3727020137783417,14.2,3.911810604133503,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,70.0,1.0,0.3888888888888889,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06532088886237955,0.3728623111018328,14.2,3.91185869333055,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,71.0,1.0,0.39444444444444443,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06576021507213443,0.373016075275247,14.2,3.9119048225825743,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,72.0,1.0,0.4,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06618033988749894,0.3731631189606246,14.2,3.9119489356881876,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,73.0,1.0,0.40555555555555556,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06658075145110083,0.37330326300788524,14.2,3.9119909789023657,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,74.0,1.0,0.4111111111111111,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06696096192312853,0.373436336673095,14.2,3.9120309010019287,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,75.0,1.0,0.4166666666666667,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06732050807568878,0.37356217782649104,14.2,3.9120686533479474,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,76.0,1.0,0.4222222222222222,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06765895185717855,0.3736806331500125,14.2,3.912104189945004,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,77.0,1.0,0.42777777777777776,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06797588092598333,0.37379155832409416,14.2,3.9121374674972285,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,78.0,1.0,0.43333333333333335,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06827090915285203,0.3738948182034982,14.2,3.9121684454610497,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,79.0,1.0,0.4388888888888889,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06854367709133574,0.37399028698196746,14.2,3.9121970860945905,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,80.0,1.0,0.4444444444444444,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06879385241571817,0.37407784834550134,14.2,3.912223354503651,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,81.0,1.0,0.45,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06902113032590307,0.3741573956140661,14.2,3.91224721868422,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,82.0,1.0,0.45555555555555555,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06922523391876638,0.37422883187156825,14.2,3.912268649561471,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,83.0,1.0,0.46111111111111114,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06940591452551992,0.37429207008393195,14.2,3.91228762102518,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,84.0,1.0,0.4666666666666667,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.0695629520146761,0.3743470332051366,14.2,3.9123041099615414,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,85.0,1.0,0.4722222222222222,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06969615506024415,0.37439365427108545,14.2,3.912318096281326,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,86.0,1.0,0.4777777777777778,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.0698053613748314,0.37443187648119103,14.2,3.9123295629443575,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,87.0,1.0,0.48333333333333334,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06989043790736546,0.3744616532675779,14.2,3.912338495980274,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,88.0,1.0,0.4888888888888889,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06995128100519649,0.3744829483518188,14.2,3.9123448845055457,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,89.0,1.0,0.49444444444444446,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06998781654038191,0.3744957357891337,14.2,3.9123487207367402,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,90.0,1.0,0.5,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.07,0.3745,14.2,3.9123500000000004,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999001,R1,91.0,1.0,0.5055555555555555,5.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,3.0,1.0,0.0,0.25,50.0,0.35,0.06998781654038191,0.3744957357891337,14.2,3.9123487207367402,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
